transaction_id,batch_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash
TX001,BATCH001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,120,01/01/2018,01/03/2018,01/10/2018,RECEIVED,0,5fcabf04a1aeb937246f6f5ca39053c246b0e337ace10f9cd848b493ad9d4fec
TX002,BATCH001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,85,01/02/2018,01/04/2018,01/11/2018,RECEIVED,5fcabf04a1aeb937246f6f5ca39053c246b0e337ace10f9cd848b493ad9d4fec,49b5051928f28a5f6ffa9ab8d4ffe7e467d2d9825978a466f8d0d5cf003eb467
TX003,BATCH001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,140,01/03/2018,01/05/2018,01/12/2018,RECEIVED,49b5051928f28a5f6ffa9ab8d4ffe7e467d2d9825978a466f8d0d5cf003eb467,1ac19e23d556b8a4ac948ccf4d1e5821e5ede27a80340e9dacd0fc2a607e327b
TX004,BATCH001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,95,01/04/2018,01/06/2018,1/13/2018,RECEIVED,1ac19e23d556b8a4ac948ccf4d1e5821e5ede27a80340e9dacd0fc2a607e327b,393bacbc3ec6790420acefa702746c1dd33199503d9c9f7e3bfe99ed5524014e
TX005,BATCH001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,70,01/05/2018,01/07/2018,1/14/2018,RECEIVED,393bacbc3ec6790420acefa702746c1dd33199503d9c9f7e3bfe99ed5524014e,6f44bd04bcd208a2c5b2d01deeda7270e73f944e1b0bdabd2b2f499fde4aabff
TX006,BATCH001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,55.22,01/06/2018,01/08/2018,1/15/2018,RECEIVED,6f44bd04bcd208a2c5b2d01deeda7270e73f944e1b0bdabd2b2f499fde4aabff,e725e8fe32d1748e2572ed1cab9110ecaedaa6fe46321fc7c0b65540e2645599
TX007,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,150,01/07/2018,01/09/2018,1/16/2018,RECEIVED,e725e8fe32d1748e2572ed1cab9110ecaedaa6fe46321fc7c0b65540e2645599,a939ffdae391ff50f3a969c4d09112b73255f107c5fb2d11d6c7ba45c62a8970
TX008,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,130,01/08/2018,01/10/2018,1/17/2018,RECEIVED,a939ffdae391ff50f3a969c4d09112b73255f107c5fb2d11d6c7ba45c62a8970,8da4efc9843bbf3823951237da6dacdf7b4130c0fd8b370fcf5cc19ca55f82ca
TX009,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,140,01/09/2018,01/11/2018,1/18/2018,RECEIVED,8da4efc9843bbf3823951237da6dacdf7b4130c0fd8b370fcf5cc19ca55f82ca,408d9ba5e503964a4ad1070efcc6872f1d8a44a3d9376e4fb4c59a9ff40f040c
TX010,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,120,01/10/2018,01/12/2018,1/19/2018,RECEIVED,408d9ba5e503964a4ad1070efcc6872f1d8a44a3d9376e4fb4c59a9ff40f040c,cecbd920c00449b9015ffbc286004fd167b7887d3103810c5e0853d2cb75948b
TX011,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,110,01/11/2018,1/13/2018,1/20/2018,RECEIVED,cecbd920c00449b9015ffbc286004fd167b7887d3103810c5e0853d2cb75948b,d6c8288902bf8cb575ed2f7d1083378e4b081ffcbcc6107e4559dc72bcd93105
TX012,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,150,01/12/2018,1/14/2018,1/21/2018,RECEIVED,d6c8288902bf8cb575ed2f7d1083378e4b081ffcbcc6107e4559dc72bcd93105,4c2303a15a61ba13e62204d75e07d28b56a109f7dcaf4fafa9ddc86bfd8840ff
TX013,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,140,1/13/2018,1/15/2018,1/22/2018,RECEIVED,4c2303a15a61ba13e62204d75e07d28b56a109f7dcaf4fafa9ddc86bfd8840ff,74f68383073f6e92018278b99947981bb8b86a06f62e8237de888df03f8f9bc7
TX014,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,130,1/14/2018,1/16/2018,1/23/2018,RECEIVED,74f68383073f6e92018278b99947981bb8b86a06f62e8237de888df03f8f9bc7,5a2826f836d1b610cfdf8cd752dea09efeff7a428cf93d610865d53bdc2700dc
TX015,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,120,1/15/2018,1/17/2018,1/24/2018,RECEIVED,5a2826f836d1b610cfdf8cd752dea09efeff7a428cf93d610865d53bdc2700dc,fc61582191cae50f8c502bd5d85f0fa837228c9244ff23049fcc6ee20b6aa012
TX016,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,110,1/16/2018,1/18/2018,1/25/2018,RECEIVED,fc61582191cae50f8c502bd5d85f0fa837228c9244ff23049fcc6ee20b6aa012,93a8e55fcd82a10bb0adf8fcce4ccd297251f22269aeafbda467fd4b01b87500
TX017,BATCH002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,118,1/17/2018,1/19/2018,1/26/2018,RECEIVED,93a8e55fcd82a10bb0adf8fcce4ccd297251f22269aeafbda467fd4b01b87500,8ad7d12934688fe2977c87d665a6c586fc701d33e0106f1c713457afaaca0bc6
TX018,BATCH003,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,140,1/18/2018,1/20/2018,1/27/2018,RECEIVED,8ad7d12934688fe2977c87d665a6c586fc701d33e0106f1c713457afaaca0bc6,61b133d4763550a2d6fa87b910f34f1314ab4ea9df385973e3ae31e2e6f9d8b5
