transaction_id,exporter,importer,port,country,volume,created_at,previous_hash,current_hash
TX001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,341.7458125,1/1/2020,0,b884292286190b592a714d0678d4c700b3ad5669ac3f75811da09e6a20194880
TX002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,115.8298132,1/3/2020,b884292286190b592a714d0678d4c700b3ad5669ac3f75811da09e6a20194880,8729a22447ea3e4e56b0f43df4bf1f185981ae64af849442d58056b8e754b325
TX003,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,134.0179657,1/5/2020,8729a22447ea3e4e56b0f43df4bf1f185981ae64af849442d58056b8e754b325,79a0163bd0cbeead5955592e376ef694d90913bb59aeff70bb8937ed249bf65b
TX004,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,283.3522703,1/7/2020,79a0163bd0cbeead5955592e376ef694d90913bb59aeff70bb8937ed249bf65b,f353324b3f44b9fc771f12c28e10f0e560d981407347de844a4dbfc59aa744e2
TX005,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,67.00898285,1/9/2020,f353324b3f44b9fc771f12c28e10f0e560d981407347de844a4dbfc59aa744e2,71de81b815d5cd2784c609380406e4e360874da3a086a7a6f488170b3b49f7e5
TX006,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,488.2083036,1/10/2020,71de81b815d5cd2784c609380406e4e360874da3a086a7a6f488170b3b49f7e5,95bdbf2cd7bda688078d34271a7737e3558d54c90d67d2cdea79a5f9948ffb92
TX007,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,5.952642366,1/12/2020,95bdbf2cd7bda688078d34271a7737e3558d54c90d67d2cdea79a5f9948ffb92,ed75441bd499f11fc3f2156e1f8bd664ac32c2fb3bd6ba3639a0e116afa4e0dc
TX008,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,395.5495485,1/13/2020,ed75441bd499f11fc3f2156e1f8bd664ac32c2fb3bd6ba3639a0e116afa4e0dc,90dd2b222cf17740a016a4fcbd608c7499680a705b917ca67c4b8cf80dd2c063
TX009,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,134.0658133,1/14/2020,90dd2b222cf17740a016a4fcbd608c7499680a705b917ca67c4b8cf80dd2c063,c790b12f2ebafec1630df922e53a0bf86b8082bebacbb116e913b64bc73293fd
TX010,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,155.11747,1/15/2020,c790b12f2ebafec1630df922e53a0bf86b8082bebacbb116e913b64bc73293fd,3fef102084714c06c496bbd23a57a0fe4ab62171f9d34cc1433a155660294f58
TX011,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,327.9626508,1/17/2020,3fef102084714c06c496bbd23a57a0fe4ab62171f9d34cc1433a155660294f58,fa132d476215a543580d0044981ccffc9a258f905781bac846723b3a8f824aed
