transaction_id,exporter,importer,port,country,volume,created_at,previous_hash,current_hash
TX001,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,22.34844236,1/1/2019,0,3caa6e256e1342451f957cf0b61fb39b3d07f53657c1a4a4dd0886ceb5e6ab7b
TX002,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,621.2866975,1/2/2019,3caa6e256e1342451f957cf0b61fb39b3d07f53657c1a4a4dd0886ceb5e6ab7b,b91da935c8de562cf0a8083e9e6a6b561a46b607768c0e545bde170ce56d7e3e
TX003,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,37.24740393,1/4/2019,b91da935c8de562cf0a8083e9e6a6b561a46b607768c0e545bde170ce56d7e3e,80242cdfca8aa7124c119fb5ac1e19cbc1ee3da6a6030ce3e6c5986e9ead7b53
TX004,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,586.2741378,1/5/2019,80242cdfca8aa7124c119fb5ac1e19cbc1ee3da6a6030ce3e6c5986e9ead7b53,1522c795da6fe293688ff706f3ad91496fbb2c70f0f650313ae6633405d4e500
TX005,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,6.704532707,1/7/2019,1522c795da6fe293688ff706f3ad91496fbb2c70f0f650313ae6633405d4e500,c60fdab247330050308438e839fe25e756dd814d2fc82d2def5e3625d5970aa6
TX006,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,26.90905378,1/9/2019,c60fdab247330050308438e839fe25e756dd814d2fc82d2def5e3625d5970aa6,2d3c5600f703b67e70c66f2cc3545cf91b8aaa9a8e51f5c100d511b535ab259e
TX007,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,748.0716951,1/11/2019,2d3c5600f703b67e70c66f2cc3545cf91b8aaa9a8e51f5c100d511b535ab259e,aa69ceb0675af31e7be487b94b0e179fe5e72bc1df89e72a556b72613fadba7c
TX008,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,44.84842297,1/12/2019,aa69ceb0675af31e7be487b94b0e179fe5e72bc1df89e72a556b72613fadba7c,610cac2b18c8c1f9379a1d9b69a0675686d5564967734935849124db425ac4e3
TX009,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,705.9141775,1/13/2019,610cac2b18c8c1f9379a1d9b69a0675686d5564967734935849124db425ac4e3,2a8f1921d3e90815746e52dec5e0413706ca3776a11b4e3d395f30e99fa068fa
TX010,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,8.072716134,1/14/2019,2a8f1921d3e90815746e52dec5e0413706ca3776a11b4e3d395f30e99fa068fa,d98f6ce6f9c76f90d5f8badc72faa243eef68b55995bd48b9677abc4b5174905
TX011,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,5.546455772,1/16/2019,d98f6ce6f9c76f90d5f8badc72faa243eef68b55995bd48b9677abc4b5174905,9b82ef5606772306cdb843942085bb18d45b1e91993f1ac629f33e15d1fa1357
TX012,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,154.1914705,1/18/2019,9b82ef5606772306cdb843942085bb18d45b1e91993f1ac629f33e15d1fa1357,0796091f35a69c70e07ac628f651d0a2f48d3d83e7f6cad2076de0a9b9d30fdf
TX013,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,9.244092953,1/20/2019,0796091f35a69c70e07ac628f651d0a2f48d3d83e7f6cad2076de0a9b9d30fdf,ca8ad3925309a9cdad640c96827acdb8610863ab72d77ced26ca185d5df0cb87
TX014,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,145.5020231,1/21/2019,ca8ad3925309a9cdad640c96827acdb8610863ab72d77ced26ca185d5df0cb87,f701c097ca960c7c879d4b02190171a1ce9077bcd2b5b12849ff8d05690f4cda
TX015,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,1.663936731,1/22/2019,f701c097ca960c7c879d4b02190171a1ce9077bcd2b5b12849ff8d05690f4cda,17e1abb4590cceeca45726cfe4bd7572677bebab97123edbe3a93e7289bd682b
TX016,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,0.782527596,1/23/2019,17e1abb4590cceeca45726cfe4bd7572677bebab97123edbe3a93e7289bd682b,9166dde43c0210f494f9965b986cb9ed1a7e947369eef2a33ee3213dcbb50b16
TX017,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,21.75426718,1/24/2019,9166dde43c0210f494f9965b986cb9ed1a7e947369eef2a33ee3213dcbb50b16,4397c956283076bea145ba695ccc683e679c95441a697eba8fb06e97ad8a11f0
TX018,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,1.304212661,1/25/2019,4397c956283076bea145ba695ccc683e679c95441a697eba8fb06e97ad8a11f0,6b180495edc0c1a759bebf1d74b45655622f5f6d130648f0e11a579070070562
TX019,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,20.52830728,1/27/2019,6b180495edc0c1a759bebf1d74b45655622f5f6d130648f0e11a579070070562,e041fc5241a67d165cce6ec366b7dc0635bb2515587f1ff60f5443a8fbef4cc7
TX020,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,0.234758279,1/28/2019,e041fc5241a67d165cce6ec366b7dc0635bb2515587f1ff60f5443a8fbef4cc7,b268182ef93d9be6315e2fc540553f4a8935e3ada3be228240859803c13960a8
TX021,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,1.044200619,1/30/2019,b268182ef93d9be6315e2fc540553f4a8935e3ada3be228240859803c13960a8,171388cb826d2eaa8e664fec047df8e59386617326e5b4a2c405d3987a9dbb45
TX022,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,29.02877722,1/31/2019,171388cb826d2eaa8e664fec047df8e59386617326e5b4a2c405d3987a9dbb45,66d2c9995a2e11fc7e470a28de19582580bedd51b1f9cfdfafe38dd0d9fceb62
TX023,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,1.740334366,2/1/2019,66d2c9995a2e11fc7e470a28de19582580bedd51b1f9cfdfafe38dd0d9fceb62,8fd0d80ccabdbfc8e1cf6ea64c3d33fd09614375329df5a9c750fcdd7897f3b0
TX024,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,27.39286292,2/3/2019,8fd0d80ccabdbfc8e1cf6ea64c3d33fd09614375329df5a9c750fcdd7897f3b0,9c5554dd7e283bd54897ed281b0696834bd0fee65e53ce289d2bec2849c61171
TX025,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,0.313260186,2/5/2019,9c5554dd7e283bd54897ed281b0696834bd0fee65e53ce289d2bec2849c61171,86d91aeb54270baa9c0086c0346d2ca42a6a0f30a5d5544e53a74238760f3902
TX026,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,45.0362317,2/7/2019,86d91aeb54270baa9c0086c0346d2ca42a6a0f30a5d5544e53a74238760f3902,709fe46a93a3c7e5c06318f94bb2f09170878fcad56b9534c1af4db4418ca130
TX027,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,1252.007241,2/9/2019,709fe46a93a3c7e5c06318f94bb2f09170878fcad56b9534c1af4db4418ca130,dadc5c9a875b18cdd2d4949147b858e161688602ba6c6dd9a4b27957d8a3a5b4
TX028,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,75.06038617,2/11/2019,dadc5c9a875b18cdd2d4949147b858e161688602ba6c6dd9a4b27957d8a3a5b4,5b5ac3207f91194b8758a82717a0511fe24b5eabca41af75f149c3bfda627e8c
TX029,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,1181.450478,2/12/2019,5b5ac3207f91194b8758a82717a0511fe24b5eabca41af75f149c3bfda627e8c,f960853d5dc261e70396a059539ce2f1afd324b3a9b50049c9f416ad5c313633
TX030,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,13.51086951,2/14/2019,f960853d5dc261e70396a059539ce2f1afd324b3a9b50049c9f416ad5c313633,7706cc84efa1f4241f28aca6873989aca85e7038a5d7efcfb8b55b01b62e81b8
TX031,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,26.10267953,2/16/2019,7706cc84efa1f4241f28aca6873989aca85e7038a5d7efcfb8b55b01b62e81b8,4de3e8ec007d427dffbf29208cdc91c6c813720950c340b0930684abd1ff0684
TX032,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,725.654491,2/18/2019,4de3e8ec007d427dffbf29208cdc91c6c813720950c340b0930684abd1ff0684,43b8fede69ab5e31d3381a3dc332a24b796552ec75d0a33730e1878d08faa78e
TX033,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,43.50446589,2/20/2019,43b8fede69ab5e31d3381a3dc332a24b796552ec75d0a33730e1878d08faa78e,9441811e15a95313d5ffbfe14cb23029a2bcff46c3855d279c1d5f6a95b1de07
TX034,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,684.760293,2/21/2019,9441811e15a95313d5ffbfe14cb23029a2bcff46c3855d279c1d5f6a95b1de07,482f205cb6848c0cde80148cbe4d34cbf855e6af309b02f213ccb4e6fcc802c6
TX035,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,7.830803859,2/22/2019,482f205cb6848c0cde80148cbe4d34cbf855e6af309b02f213ccb4e6fcc802c6,afdcfd1373fde8cef917b4e00cf4bf1c6caca69a3c553de4c87815e7b1aaa4ac
TX036,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,34.76274644,2/23/2019,afdcfd1373fde8cef917b4e00cf4bf1c6caca69a3c553de4c87815e7b1aaa4ac,a8728a681dd6e928e5e1d37686a8734573073f7d1d786378c95f5f78e36c736c
TX037,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,966.4043509,2/25/2019,a8728a681dd6e928e5e1d37686a8734573073f7d1d786378c95f5f78e36c736c,fb8667056e0dd0950e9040603a34f80773322ca6bc406c29e1cef7753d08037e
TX038,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,57.93791073,2/26/2019,fb8667056e0dd0950e9040603a34f80773322ca6bc406c29e1cef7753d08037e,62a43efcbe2a169d275498462f88b5b8f2cfa6eb074f118088e865aca4cf16ea
TX039,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,911.9427149,2/27/2019,62a43efcbe2a169d275498462f88b5b8f2cfa6eb074f118088e865aca4cf16ea,26ce7437b7090c3d7cd1a076c06fd306ca289a6fae878c812edd79f00d591bfe
TX040,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,10.42882393,2/28/2019,26ce7437b7090c3d7cd1a076c06fd306ca289a6fae878c812edd79f00d591bfe,fd6f86daf3948ff80a6688452da727fa89ed67de53c1dd2aeb3a3f6bc3f6b40d
